texto,tipo,gravidade,origem
ele fica incomodado quando saio arrumada mesmo sendo para trabalhar,psicologica,baixa,violencia_2000
meu namorado me humilha dizendo que minha família é inferior,moral,media,violencia_2000
meu companheiro me difamou para pessoas que dependem da minha opinião profissional,moral,alta,violencia_2000
ele quebrou minha cafeteira e outros eletrodomésticos na raiva,patrimonial,media,violencia_2000
meu marido divulgou meu histórico médico para humilhar,moral,alta,violencia_2000
ele quer saber o saldo do meu cartão todo mês,patrimonial,baixa,violencia_2000
ele reclama quando compro itens de decoração para casa,patrimonial,baixa,violencia_2000
ele me forçou a ter relações ameaçando me abandonar com os filhos,sexual,alta,violencia_2000
ele me atingiu com uma pedra na cabeça,fisica,alta,violencia_2000
meu marido me forçou a ter relações na frente dos nossos filhos,sexual,alta,violencia_2000
meu companheiro faz piadas que me deixam envergonhada na frente dos filhos,moral,baixa,violencia_2000
ele rastreou meu celular sem autorização e aparece onde quer que eu esteja,psicologica,alta,violencia_2000
meu marido colocou câmera escondida no nosso quarto,psicologica,alta,violencia_2000
meu marido jogou comida na parede perto de mim,fisica,baixa,violencia_2000
meu marido reclama quando não cuido da casa do jeito que ele quer,psicologica,baixa,violencia_2000
ele me faz sentir que preciso justificar minha sexualidade,sexual,baixa,violencia_2000
meu companheiro não gosta quando tenho opinião diferente da dele,psicologica,baixa,violencia_2000
ele me segurou com força pelo pescoço me pressionando contra a parede,fisica,media,violencia_2000
meu companheiro me quebrou as costelas com um chute,fisica,alta,violencia_2000
meu marido me cobra relações como se fossem obrigação contratual,sexual,media,violencia_2000
"meu companheiro me agrediu fisicamente, espalhou mentiras e me deixou sem dinheiro",mista,alta,violencia_2000
meu marido diz que por eu ser trans eu nunca vou ser suficiente,psicologica,baixa,trans
ele fala que sou homem e que nunca vou mudar isso,psicologica,baixa,trans
meu companheiro fica dizendo que travesti não é mulher de verdade,psicologica,baixa,trans
ele ri da minha voz e fala que sou ridícula de me achar mulher,psicologica,baixa,trans
ele diz que ninguém vai me querer porque sou trans,psicologica,baixa,trans
meu parceiro fala que minha família vai me abandonar quando souber que sou travesti,psicologica,baixa,trans
ele sempre compara meu corpo com o de mulheres cis e diz que eu sou inferior,psicologica,baixa,trans
ele diz que minha transição foi um erro e que nunca vou ser feliz assim,psicologica,baixa,trans
meu marido fala que me aceita mas fica humilhando minha identidade toda hora,psicologica,baixa,trans
ele diz que ser trans é doença e que eu preciso de internação,psicologica,baixa,trans
ele me chama pelo meu nome de registro masculino de propósito pra me humilhar,psicologica,media,trans
meu parceiro usa meu nome antigo na frente de outras pessoas pra me envergonhar,psicologica,media,trans
ele diz que vai contar pra minha família que sou trans se eu não fizer o que ele quer,psicologica,media,trans
ele ameaça me expor como travesti no trabalho se eu tentar sair de casa,psicologica,media,trans
meu companheiro proíbe eu de usar maquiagem ou roupa feminina dentro de casa,psicologica,media,trans
ele me diz que sem ele eu não seria nada porque nenhum homem ficaria com uma trans,psicologica,media,trans
ele esconde meus hormônios e diz que só me devolve se eu obedecer,psicologica,media,trans
meu marido diz que vai revelar que sou trans aos meus filhos para me prejudicar,psicologica,media,trans
ele ameaça me internar em clínica psiquiátrica dizendo que ser trans é loucura,psicologica,media,trans
ele usa minha identidade trans pra me chantagear constantemente,psicologica,media,trans
ele me tranca em casa e diz que nenhuma travesti merece sair porque é vergonha,psicologica,alta,trans
meu parceiro ameaça me matar e diz que trans não tem direito de viver,psicologica,alta,trans
ele disse que se eu tentar ir à defensoria ele vai me expor publicamente como trans,psicologica,alta,trans
ele me isola de todas as minhas amigas trans e diz que elas me corrompem,psicologica,alta,trans
meu companheiro diz que se eu denunciar ele vai contar pra todo mundo que sou travesti e destruir minha vida,psicologica,alta,trans
ele me ameaça dizendo que vai denunciar minha identidade trans ao meu empregador,psicologica,alta,trans
ele disse que vai me destruir se eu tentar sair porque todo mundo vai saber que sou trans,psicologica,alta,trans
meu marido me empurrou quando eu falei sobre minha identidade de gênero,fisica,baixa,trans
ele me deu um tapa quando eu me recusei a usar o nome de registro,fisica,baixa,trans
meu companheiro me agarrou com força quando eu tentei sair de casa,fisica,baixa,trans
ele me jogou na parede e disse que travesti não tem direito de discutir,fisica,baixa,trans
meu parceiro me bateu com o cinto e disse que ia me fazer ser homem de volta,fisica,media,trans
ele me agrediu fisicamente depois de descobrir que eu sou trans e não tinha me contado antes,fisica,media,trans
meu companheiro me jogou escada abaixo gritando que travesti é aberração,fisica,media,trans
ele me bateu com fio quando eu tentei usar maquiagem,fisica,media,trans
meu marido destruiu meus hormônios e me agrediu fisicamente quando fui buscar,fisica,media,trans
ele me estrangulou e disse que ia me matar porque ser trans é vergonha,fisica,media,trans
meu parceiro me espancou com um objeto porque eu saí vestida como mulher,fisica,alta,trans
ele me cortou o cabelo à força dizendo que travesti não vai ficar com cabelo de mulher na minha casa,fisica,alta,trans
meu companheiro me agrediu com faca e disse que ia me desfigurar para eu parar de me achar mulher,fisica,alta,trans
ele me bateu até eu perder os sentidos e ameaçou fazer pior se eu denunciasse,fisica,alta,trans
meu marido tentou me matar dizendo que preferia me ver morta do que me ver sendo trans,fisica,alta,trans
meu parceiro me força a fazer coisas sexuais dizendo que como sou trans não tenho direito de recusar,sexual,baixa,trans
ele trata meu corpo de forma fetichista e me humilha durante relações dizendo que sou um objeto trans,sexual,baixa,trans
meu marido diz que posso me considerar mulher mas na cama sou homem e não tenho como recusar,sexual,baixa,trans
ele ameaça me expor como trans se eu não ceder às exigências sexuais dele,sexual,media,trans
meu companheiro tirou fotos minhas sem roupa sem minha permissão e ameaça divulgar dizendo que é uma travesti,sexual,media,trans
ele me coage a fazer relações sexuais dizendo que se eu não aceitar vai contar que sou trans pra família,sexual,media,trans
meu parceiro me forçou a praticar atos sexuais que me causam dor dizendo que é o mínimo que uma trans pode oferecer,sexual,media,trans
meu marido me estuprou e disse que estava me fazendo um favor porque ninguém mais ficaria com uma travesti,sexual,alta,trans
ele me filmou durante relação sem consentimento e ameaça publicar o vídeo revelando que sou trans,sexual,alta,trans
meu companheiro compartilhou fotos íntimas minhas revelando que sou trans para me destruir depois que tentei sair,sexual,alta,trans
ele não deixa eu trabalhar dizendo que trans não consegue emprego de verdade,patrimonial,baixa,trans
meu marido ficou com todo o meu dinheiro dizendo que travesti não merece ter independência,patrimonial,baixa,trans
ele controla meu dinheiro e diz que como sou trans dependo dele para sobreviver,patrimonial,baixa,trans
meu parceiro destruiu meus documentos com nome social retificado para eu ficar dependente dele,patrimonial,baixa,trans
ele esconde e controla meus hormônios como forma de me manter dependente e obediente,patrimonial,media,trans
meu companheiro me tirou da conta bancária conjunta depois que soube que quero ir à defensoria,patrimonial,media,trans
ele destruiu minha identidade com nome social e diz que sem documentos eu não posso fazer nada,patrimonial,media,trans
meu marido me proíbe de trabalhar e usa minha dependência financeira para me ameaçar,patrimonial,media,trans
ele vendeu todos os meus pertences pessoais incluindo minha medicação hormonal dizendo que como trans não mereço nada,patrimonial,alta,trans
meu parceiro me deixou sem dinheiro e sem documentos e ameaça que sem ele eu vou morar na rua sendo travesti,patrimonial,alta,trans
ele me fez assinar documentos transferindo minha parte do imóvel ameaçando me expor como trans se eu recusasse,patrimonial,alta,trans
meu parceiro conta pra todo mundo da rua que sou travesti pra me envergonhar,moral,baixa,trans
ele fez comentários na internet me identificando como trans sem minha permissão,moral,baixa,trans
meu marido conta mentiras sobre minha vida sexual dizendo que todas as trans são prostitutas,moral,baixa,trans
ele me humilha na frente dos filhos dizendo que sou um homem que se acha mulher,moral,baixa,trans
meu companheiro foi ao meu emprego contar que sou trans para me fazer perder o trabalho,moral,media,trans
ele ligou para minha família revelando que sou travesti como forma de punição depois de uma briga,moral,media,trans
meu parceiro publicou nas redes sociais fotos antigas minhas antes da transição pra me expor,moral,media,trans
ele espalhou para os vizinhos que sou trans e homem e que sou uma aberração,moral,media,trans
meu marido me humilha em público usando meu nome de registro na frente de desconhecidos,moral,media,trans
ele criou perfil falso nas redes sociais com minhas fotos revelando que sou trans para me destruir profissionalmente,moral,alta,trans
meu companheiro foi à escola dos meus filhos revelar que sou travesti para que me tirem a guarda,moral,alta,trans
ele fez uma campanha nas redes sociais me expondo como trans e incentivando pessoas a me agredir,moral,alta,trans
meu ex-companheiro fica me seguindo nos bares e eventos LGBTQIA+ que frequento,stalking,baixa,trans
ele monitora meus perfis nas redes sociais com meu nome feminino e me manda mensagens hostis,stalking,baixa,trans
meu ex fica aparecendo nos lugares que frequento como trans para me intimidar,stalking,baixa,trans
ele criou perfis falsos para me seguir nas redes sociais depois que me assumi como trans,stalking,baixa,trans
meu ex-parceiro aparece na minha casa toda semana ameaçando me expor como travesti para os vizinhos,stalking,media,trans
ele me manda fotos antigas de antes da transição como ameaça dizendo que vai publicar,stalking,media,trans
meu ex me persegue até o trabalho e fica me esperando na saída ameaçando me expor,stalking,media,trans
ele fica mandando mensagens dizendo que vai destruir minha vida de trans,stalking,media,trans
meu companheiro me vigia constantemente e diz que sabe todos os meus movimentos como travesti,stalking,media,trans
meu ex-parceiro me persegue armado e diz que vai me matar porque travesti não merece viver,stalking,alta,trans
ele me segue até a casa de amigas trans e ameaça machucar quem me ajudar,stalking,alta,trans
meu ex invadiu minha casa várias vezes e diz que vai me matar antes de me deixar viver como mulher trans em paz,stalking,alta,trans
meu marido não me apresenta pra família dele porque sou trans,psicologica,media,esconder_trans
ele tem vergonha de andar comigo na rua de mão dada,psicologica,media,esconder_trans
ele esconde que namora comigo porque sou travesti,psicologica,media,esconder_trans
ele me deixa em casa quando sai com os amigos,psicologica,baixa,esconder_trans
ninguém do trabalho dele sabe que eu existo,psicologica,media,esconder_trans
ele me chama de amiga quando alguém da família dele liga,psicologica,media,esconder_trans
faz três anos que tô com ele e a mãe dele nem sabe meu nome,psicologica,alta,esconder_trans
ele me bloqueou em todas as redes sociais pra ninguém ver que tamo junto,psicologica,alta,esconder_trans
meu companheiro pede pra eu sair pela porta dos fundos quando alguém vem visitar,psicologica,alta,esconder_trans
ele diz que me ama mas não posta foto nossa em lugar nenhum,psicologica,baixa,esconder_trans
quando encontra colega na rua ele finge que tá sozinho e me manda andar atrás,psicologica,alta,esconder_trans
ele apaga as conversas comigo todo dia com medo dos amigos verem,psicologica,media,esconder_trans
meu marido fala que enquanto eu não fizer a cirurgia ele não me assume,psicologica,alta,esconder_trans
ele me esconde da igreja dele porque sou mulher trans,psicologica,media,esconder_trans
o esposo só sai comigo em cidade que ninguém conhece a gente,psicologica,media,esconder_trans
ele inventa que sou prima dele quando esbarra com algum colega,psicologica,alta,esconder_trans
meu namorado disse pros pais dele que mora sozinho mas eu moro junto,psicologica,media,esconder_trans
ele tem outra conta no insta só pra postar com homens hetero pra disfarçar,psicologica,media,esconder_trans
ele desce primeiro do carro pra ninguém ver quem tá no banco do passageiro,psicologica,media,esconder_trans
ele me proíbe de aparecer nas chamadas de vídeo do trabalho dele,psicologica,media,esconder_trans
faz seis meses que ele nem fala meu nome em casa quando os amigos vêm,psicologica,media,esconder_trans
ele me obriga a tirar a maquiagem antes de descer pra portaria,psicologica,alta,esconder_trans
meu namorado some das redes sociais quando assume um relacionamento comigo,psicologica,media,esconder_trans
ele me apresenta como roommate até pros vizinhos,psicologica,media,esconder_trans
quando a mãe dele vem visitar ele me manda dormir na casa de uma amiga,psicologica,alta,esconder_trans
o cara me ama dentro de casa e finge que não me conhece na rua,psicologica,alta,esconder_trans
ele disse que se eu engravidar adotando vai negar que o filho é dele,psicologica,alta,esconder_trans
meu marido nunca me leva nos eventos da empresa por causa da minha transição,psicologica,media,esconder_trans
ele me pede pra falar mais grosso no telefone pros amigos não suspeitarem,psicologica,alta,esconder_trans
ele se recusa a tirar foto comigo em qualquer lugar público,psicologica,baixa,esconder_trans
o homem deleta nossas conversas todo dia antes de ir pra casa da mãe,psicologica,media,esconder_trans
ele jura que me ama mas tem perfil no tinder de homem solteiro,psicologica,media,esconder_trans
faz dois anos que namoramos e ainda não conheci um amigo dele,psicologica,media,esconder_trans
ele me chama pelo nome morto quando tá com gente da família,psicologica,alta,esconder_trans
quando vamos no mercado ele caminha três passos na frente fingindo que não tamo juntos,psicologica,media,esconder_trans
meu marido se nega a colocar nossa foto na tela do celular dele,psicologica,baixa,esconder_trans
ele diz que tem nojo de ser visto com travesti mas em casa me cobre de carinho,psicologica,alta,esconder_trans
o cara só me chama de namorada quando bebe demais e depois nega no outro dia,psicologica,alta,esconder_trans
ele me obriga a usar boné e máscara quando saímos pra evitar serem vistos,psicologica,alta,esconder_trans
meu marido pediu pra eu deletar todas as fotos nossas do meu celular,psicologica,media,esconder_trans
ele só me beija dentro de casa e nem na varanda pode,psicologica,media,esconder_trans
ele apresenta o cachorro pros amigos mas eu sou um segredo,psicologica,media,esconder_trans
faz tempo que percebo que ele se afasta de mim quando passa algum conhecido,psicologica,media,esconder_trans
ele me xinga de viado quando alguém da família dele liga e eu respondo,psicologica,alta,esconder_trans
meu companheiro tem vergonha de ir comigo na padaria da esquina,psicologica,baixa,esconder_trans
ele me obriga a ficar trancada no quarto quando os amigos dele vêm jogar,psicologica,alta,esconder_trans
ele falou pros pais dele que ainda tá solteiro e tem dois anos que somos casados,psicologica,alta,esconder_trans
o cara me leva pra motel pra ninguém da família dele saber que tamo juntos,psicologica,media,esconder_trans
ele desligou o whatsapp comercial pra eu não conseguir ver as mensagens das clientes,patrimonial,media,esconder_trans
meu marido fala que sou a vergonha da família dele,moral,alta,esconder_trans
ele me apresentou pra mãe dele como sendo a faxineira,psicologica,alta,esconder_trans
faz quatro anos juntos e ele nunca me convidou pra ceia de natal da família,psicologica,media,esconder_trans
ele tem pavor que descubram que namora uma trans,psicologica,media,esconder_trans
o homem me ama de portas fechadas e me ignora na praça,psicologica,media,esconder_trans
ele disse que se a mãe descobrir vai me deixar na hora,psicologica,alta,esconder_trans
meu marido inventou uma namorada cis fake pra mostrar pros pais,psicologica,alta,esconder_trans
ele me proíbe de atender o telefone dele,psicologica,media,esconder_trans
quando saímos em grupo ele finge que sou só uma colega de trabalho,psicologica,media,esconder_trans
ele me obriga a usar roupa de homem quando vai pra casa dos pais,psicologica,alta,esconder_trans
faz tempo que ele evita beijar a boca em público,psicologica,baixa,esconder_trans
meu namorado me pede pra ficar quieta quando alguém liga aqui em casa,psicologica,media,esconder_trans
ele falou que prefere mil vezes assumir que é gay do que assumir que namora travesti,psicologica,alta,esconder_trans
o cara me bloqueou no facebook por causa da família dele,psicologica,media,esconder_trans
ele esconde de mim os eventos sociais que vai pra eu não pedir pra ir junto,psicologica,media,esconder_trans
meu marido me trata como amante mesmo eu sendo a esposa legítima,psicologica,alta,esconder_trans
ele criou um perfil falso pra postar fotos com mulher cis,psicologica,media,esconder_trans
faz semanas que percebo que ele tem vergonha de mim,psicologica,baixa,esconder_trans
ele disse claramente que não vai me apresentar enquanto eu tiver pomo de adão,psicologica,alta,esconder_trans
meu companheiro me proíbe de ir nas festas de aniversário dos sobrinhos dele,psicologica,media,esconder_trans
ele me apresenta como prima de segundo grau quando aparece alguém,psicologica,alta,esconder_trans
ele desce no andar errado do prédio pra ninguém saber em qual apartamento mora,psicologica,media,esconder_trans
quando casamos foi no civil escondido porque ele não quis ninguém da família,psicologica,alta,esconder_trans
meu marido me deixa de fora de todas as fotos de família,psicologica,media,esconder_trans
ele jurou que me ama mas não tá pronto pra assumir publicamente,psicologica,baixa,esconder_trans
faz um ano que ele me chama de companheiro com c em vez de companheira,psicologica,alta,esconder_trans
ele se sente envergonhado quando os amigos perguntam por que ele tá distante,psicologica,baixa,esconder_trans
meu namorado some toda quinta porque vai jantar com a família e não pode me levar,psicologica,media,esconder_trans
ele me proíbe de comentar nas postagens dele no instagram,psicologica,media,esconder_trans
o homem só me ama quando ninguém tá olhando,psicologica,media,esconder_trans
ele me obriga a esperar dentro do uber enquanto entra na padaria pra pagar,psicologica,baixa,esconder_trans
faz tempo que ele me trata como segredo,psicologica,media,esconder_trans
ele me disse que se eu contar pra alguém que somos juntos ele me larga,psicologica,alta,esconder_trans
meu marido me apresenta como funcionária da casa,psicologica,alta,esconder_trans
ele me chamou de aberração na frente dos sobrinhos dele,moral,alta,esconder_trans
o cara apaga as fotos nossas das nuvens depois de cada viagem,psicologica,media,esconder_trans
ele me pediu pra cortar o cabelo pra parecer mais homem nas reuniões dele,psicologica,alta,esconder_trans
faz três meses que ele não me liga em horário comercial pra ninguém ouvir,psicologica,media,esconder_trans
meu companheiro tem vergonha que eu seja travesti e finge que sou cis,psicologica,media,esconder_trans
ele criou regras de como me comportar quando alguém vem em casa,psicologica,media,esconder_trans
ele disse que prefere morrer a deixar a igreja saber que tem mulher trans,psicologica,alta,esconder_trans
o esposo me proibiu de ir buscar nossa filha na escola pra ninguém me ver,psicologica,alta,esconder_trans
ele me obriga a chamar ele de amigo na frente dos colegas de trabalho,psicologica,media,esconder_trans
faz um ano que ele recusa que eu vá em qualquer evento dele,psicologica,media,esconder_trans
meu marido fala que se a mídia descobre destrói a carreira dele,psicologica,media,esconder_trans
ele criou conta secundária pra falar comigo pra esposa anterior não ver,psicologica,media,esconder_trans
o homem me ama dentro de quatro paredes e me trata como estranha lá fora,psicologica,media,esconder_trans
ele desligou o gps do carro pra família não rastrear que vinha aqui em casa,psicologica,media,esconder_trans
meu namorado se nega a usar aliança porque a família dele pode perguntar,psicologica,media,esconder_trans
ele falou que se eu engravidar via adoção ele não registra a criança,psicologica,alta,esconder_trans
o cara mantém um perfil de homem hetero solteiro nas redes sociais,psicologica,media,esconder_trans
faz quatro meses que ele evita sair comigo em qualquer lugar com gente,psicologica,media,esconder_trans
ele apaga todas as evidências de mim na casa antes da mãe chegar,psicologica,alta,esconder_trans
meu ex curte todas as fotos minhas no instagram em segundos,stalking,baixa,stalking
ele assiste todos os meus stories e nunca responde,stalking,baixa,stalking
criou um perfil fake só pra me seguir depois que bloqueei,stalking,baixa,stalking
fica vendo quem curte minhas fotos pra mandar mensagem pra eles,stalking,baixa,stalking
ele compartilha tudo que posto pra ironizar nos stories dele,stalking,baixa,stalking
comenta em todas as minhas postagens antigas pra eu lembrar dele,stalking,baixa,stalking
vejo que ele entra no meu perfil várias vezes por dia,stalking,baixa,stalking
ele segue todos os meus amigos novos no instagram,stalking,baixa,stalking
criou conta com nome parecido com o meu pra confundir gente,stalking,baixa,stalking
me marca em postagens aleatórias toda semana,stalking,baixa,stalking
ficou seguindo minha mãe e minhas irmãs no facebook,stalking,baixa,stalking
salva minhas fotos do perfil e usa em outras redes,stalking,baixa,stalking
ele se inscreveu no canal do youtube que eu tenho com nome fake,stalking,baixa,stalking
vejo o nome dele na lista de visualização dos meus stories todo dia,stalking,baixa,stalking
ele entrou em todos os grupos do whatsapp que eu participo,stalking,baixa,stalking
ele sabe tudo que faço apesar de eu ter bloqueado em tudo,stalking,media,stalking
criou cinco perfis falsos pra me seguir depois que bloqueei o original,stalking,media,stalking
ele descobre meus relacionamentos novos antes mesmo dos meus amigos,stalking,media,stalking
me mandou mensagem comentando uma foto que postei e apaguei em dois minutos,stalking,media,stalking
ele consegue ver meu whatsapp mesmo eu tendo bloqueado o número dele,stalking,media,stalking
sabe exatamente quando entro online no instagram pra mandar mensagem,stalking,media,stalking
vasculhou todas as minhas redes desde 2015 atrás de prints,stalking,media,stalking
me mandou print de conversa minha que eu nem lembrava ter,stalking,media,stalking
ele baixou um app que mostra quando saio do whatsapp,stalking,media,stalking
pediu pros amigos dele me adicionarem pra ele ver meu perfil fechado,stalking,media,stalking
ele criou perfis fake pra puxar conversa e ver se eu falo dele,stalking,media,stalking
monitora meus comentários em páginas públicas pra rastrear meu humor,stalking,media,stalking
tem print de tudo que postei e apaguei nos últimos cinco anos,stalking,media,stalking
descobriu meu email novo que ninguém sabia e me mandou mensagem,stalking,media,stalking
ele segue meu chefe no linkedin pra acompanhar minha vida profissional,stalking,media,stalking
ele se infiltrou em grupos de mães da escola da minha filha,stalking,media,stalking
compartilha capturas de tela das minhas redes nos grupos dele,stalking,media,stalking
ele tem uma planilha com horários que eu costumo postar,stalking,media,stalking
consegue informações sobre mim através de amigos em comum mesmo eu pedindo pra não falar,stalking,media,stalking
vasculha meus seguidores um por um atrás de pretendente,stalking,media,stalking
ele hackeou meu instagram e mudou minha senha,stalking,alta,stalking
invadiu meu email e leu todas as conversas com meu novo namorado,stalking,alta,stalking
tem acesso ao meu icloud e baixa todas as minhas fotos,stalking,alta,stalking
instalou um spyware no meu celular pra ler minhas mensagens,stalking,alta,stalking
vazou prints íntimos meus em grupos depois que terminei,stalking,alta,stalking
ele clonou meu whatsapp e leu tudo que eu falei com minha psicóloga,stalking,alta,stalking
criou perfis fake se passando por mim pra falar com meus contatos,stalking,alta,stalking
publicou meu endereço atual num grupo de ódio na internet,stalking,alta,stalking
fez deepfake com meu rosto e mandou pra minha família,stalking,alta,stalking
ele invadiu minha conta bancária pelo email,stalking,alta,stalking
vejo o carro dele passando na minha rua várias vezes por semana,stalking,baixa,stalking
ele aparece no mesmo café que eu vou todo dia,stalking,baixa,stalking
encontro ele por acaso em todo lugar que vou,stalking,baixa,stalking
tá sempre no horário da minha saída do trabalho parado na esquina,stalking,baixa,stalking
passa de moto na frente da minha casa toda noite,stalking,baixa,stalking
aparece nas festas que eu vou sem ser convidado,stalking,baixa,stalking
tá na academia no mesmo horário que eu mesmo eu mudando,stalking,baixa,stalking
começou a frequentar a igreja que minha mãe vai,stalking,baixa,stalking
ele apareceu no aniversário da minha sobrinha sem ser chamado,stalking,baixa,stalking
vejo ele esperando o ônibus que eu pego todo dia,stalking,baixa,stalking
ele me segue de carro quando saio do trabalho,stalking,media,stalking
fica parado na porta do meu prédio horas esperando eu sair,stalking,media,stalking
descobriu minha academia nova e já tá frequentando,stalking,media,stalking
ele apareceu no consultório do meu médico fingindo ser paciente,stalking,media,stalking
me segue até o ponto de ônibus toda noite,stalking,media,stalking
vi ele tirando foto da janela do meu quarto da rua,stalking,media,stalking
ele descobriu o caminho que faço pra escola da minha filha,stalking,media,stalking
tá tirando foto da minha placa do carro toda vez que me vê,stalking,media,stalking
ele apareceu no cartório onde tô divorciando dele,stalking,media,stalking
anota tudo que faço num caderno e me mandou ver depois,stalking,media,stalking
fica filmando minha casa do carro estacionado em frente,stalking,media,stalking
descobriu o restaurante onde trabalho e vai todo dia,stalking,media,stalking
me viu de longe na rua e ficou tirando foto sem eu autorizar,stalking,media,stalking
ele segue meu uber de carro até onde eu vou,stalking,media,stalking
ele entrou na faculdade só pra ficar nos mesmos lugares que eu,stalking,media,stalking
ele invadiu minha casa quando não tava e mudou as coisas de lugar,stalking,alta,stalking
ele me esperou armado na porta do trabalho,stalking,alta,stalking
ele furou o pneu do meu carro quando eu tava na delegacia,stalking,alta,stalking
tem mais de dez vezes esse ano que ele tentou entrar no meu prédio,stalking,alta,stalking
ele apareceu no quarto do hospital onde tô internada,stalking,alta,stalking
ele invadiu a escola da minha filha pra deixar bilhete pra mim,stalking,alta,stalking
encontrei ele escondido no quintal da casa da minha mãe,stalking,alta,stalking
me seguiu até motel e bateu na porta gritando meu nome,stalking,alta,stalking
ele instalou rastreador no meu carro sem eu saber,stalking,alta,stalking
ele tá morando no carro em frente da minha casa há uma semana,stalking,alta,stalking
meu ex me liga toda noite e desliga quando atendo,stalking,baixa,stalking
ele manda mensagem todo dia bom dia mesmo eu não respondendo,stalking,baixa,stalking
criou números novos toda semana pra mandar mensagem pra mim,stalking,baixa,stalking
ele me liga de números desconhecidos toda hora,stalking,baixa,stalking
manda mensagem dizendo só me viu na rua hoje,stalking,baixa,stalking
ele me marca em memes aleatórios todo dia,stalking,baixa,stalking
manda áudio de duas horas todo fim de semana,stalking,baixa,stalking
me liga só pra respirar do outro lado da linha,stalking,baixa,stalking
ele me manda mensagem de aniversário de relacionamentos antigos,stalking,baixa,stalking
fica mandando print de coisas que vê e que lembra de mim,stalking,baixa,stalking
ele me mandou mais de duzentas mensagens hoje que eu não li,stalking,media,stalking
fica ligando do telefone do trabalho dele pra eu não bloquear,stalking,media,stalking
ele já criou trinta números novos pra mandar mensagem depois que bloqueei,stalking,media,stalking
manda email pro meu trabalho dizendo coisas pessoais,stalking,media,stalking
começou a mandar carta pra minha casa quando bloqueei o telefone,stalking,media,stalking
ele pediu pros amigos comuns mandarem recado pra mim,stalking,media,stalking
manda flores no meu trabalho toda semana com bilhete sem nome,stalking,media,stalking
ele descobriu o telefone novo da minha mãe e ligou pra falar de mim,stalking,media,stalking
deixa recado em todos os meus locais de trabalho,stalking,media,stalking
ele paga pessoas pra mandar mensagem pra mim no instagram,stalking,media,stalking
manda mensagem pros pais dos meus amigos perguntando de mim,stalking,media,stalking
ele me manda flores no escritório com bilhete dizendo que sabe meu horário,stalking,media,stalking
fica deixando bilhete na maçaneta da minha porta toda madrugada,stalking,media,stalking
ele descobriu o whatsapp da escola da minha filha e mandou mensagem,stalking,media,stalking
manda mensagem pra todos meus contatos profissionais falando de mim,stalking,media,stalking
ele me liga ameaçando me matar se eu não voltar,stalking,alta,stalking
manda foto de armas todo dia no whatsapp,stalking,alta,stalking
me mandou mensagem dizendo que sabe o horário que minha filha sai da escola,stalking,alta,stalking
ele me liga dizendo o que tô vestindo naquele momento,stalking,alta,stalking
manda mensagem detalhando minha rotina inteira do dia anterior,stalking,alta,stalking
ele me ameaça mandar foto íntima minha pra meu chefe,stalking,alta,stalking
me liga dizendo que vai botar fogo na minha casa,stalking,alta,stalking
ele mandou bilhete dizendo que tá me observando agora,stalking,alta,stalking
me manda foto da porta do meu apartamento todo dia,stalking,alta,stalking
ele me liga falando dos passos da minha filha de hoje,stalking,alta,stalking
ele paga gente pra ficar atrás de mim e contar o que faço,stalking,media,stalking
convenceu meus amigos comuns a contarem tudo sobre minha vida pra ele,stalking,media,stalking
ele liga pra minha mãe toda semana fingindo preocupação só pra saber de mim,stalking,media,stalking
minha vizinha contou que ele liga pra ela pedindo informação sobre mim,stalking,media,stalking
ele convenceu meu sobrinho de doze anos a contar o que vê em casa,stalking,media,stalking
contratou detetive pra me seguir um mês inteiro,stalking,media,stalking
ele se aproximou do meu novo namorado fingindo ser amigo dele,stalking,media,stalking
começou a frequentar a empresa do meu pai pra extrair informação sobre mim,stalking,media,stalking
ele convenceu uma amiga minha a mandar prints da nossa conversa,stalking,media,stalking
deu presente pra minha filha em troca de informação sobre mim,stalking,media,stalking
ele tá namorando uma colega minha de trabalho só pra ter informação,stalking,media,stalking
ele paga o porteiro pra avisar quando eu chego e saio,stalking,media,stalking
convenceu uma vizinha minha a deixar ele entrar no prédio,stalking,media,stalking
ele aliciou a babá da minha filha pra contar minha rotina,stalking,media,stalking
ficou amigo do meu personal pra saber meus horários,stalking,media,stalking
ele contratou alguém pra me ameaçar em nome dele,stalking,alta,stalking
mandou um amigo dele me esperar na porta do trabalho com recado,stalking,alta,stalking
minha amiga descobriu que ele pagou pra ela conviver comigo e contar tudo,stalking,alta,stalking
ele aliciou meu enteado pra deixar a porta de casa destrancada pra ele,stalking,alta,stalking
ele tá pagando um cara pra me seguir todos os dias,stalking,alta,stalking
meu marido confere meu celular toda noite antes de dormir,stalking,baixa,stalking
ele me liga de hora em hora pra saber onde tô,stalking,baixa,stalking
olha minha localização no celular toda hora,stalking,baixa,stalking
lê todas as mensagens que recebo antes de eu ver,stalking,baixa,stalking
ele tem senha de todos meus aplicativos,stalking,baixa,stalking
checa meu odômetro do carro pra ver se rodei demais,stalking,baixa,stalking
olha o consumo de internet do celular pra ver se uso muito,stalking,baixa,stalking
tem que estar copiado em todo email que mando,stalking,baixa,stalking
ele me liga gritando se demoro pra responder,stalking,baixa,stalking
exige relatório do que fiz no dia inteiro,stalking,baixa,stalking
ele instalou câmera escondida em casa pra me vigiar de longe,stalking,media,stalking
instalou um aplicativo no meu celular pra rastrear tudo que faço,stalking,media,stalking
