texto,tipo,gravidade
"meu marido me bateu na gravidez, me mantém sem dinheiro e ameaça fazer mal ao bebê",mista,alta
ele disse para todos os vizinhos que sou prostituta,moral,alta
ele me espancou na madrugada enquanto eu dormia,fisica,alta
"ele me agrediu fisicamente, rasgou meus documentos e me ameaça com a arma que tem em casa",mista,alta
ele me faz sentir culpada por dormir quando ele quer atenção,sexual,media
meu companheiro me calunioue denunciando para o conselho tutelar com mentiras,moral,alta
meu marido faz piadas sobre minha carreira que me ferem,moral,baixa
ele me deixou presa e me bateu por horas,fisica,alta
ele me faz sentir envergonhada de ser quem sou,psicologica,media
"meu companheiro me bateu, me isolou da família e me ameaça de fazer algo com meus filhos",mista,alta
meu marido fica chateado quando tenho humor para fazer outras coisas que não sejam para ele,psicologica,baixa
meu marido diz que eu devo satisfazer suas vontades por ser sua esposa,sexual,media
ele faz comentários sarcásticos sobre minhas escolhas,psicologica,baixa
ele me puxou o cabelo para me obrigar a olhar para ele,fisica,media
ele me diminui dizendo que nunca vou ser nada na vida,moral,media
"meu marido me deu empurrão leve, me xinga quando irrita e controla saídas",mista,baixa
"meu companheiro me bateu com a mão, me humilha na frente dos filhos e me controla",mista,media
"ele me forçou a praticar atos que nunca consenti, chamando de normal",sexual,alta
"ele usa drogas e fica violento, já me machucou algumas vezes",fisica,media
ele fica ligando repetidamente quando estou fora,psicologica,media
ele fala sobre meus gostos de forma pejorativa para os amigos,moral,baixa
meu companheiro me queimou com água fervente,fisica,alta
"ele me deu um tapa, destrói minhas coisas e me humilha constantemente",mista,media
ele me deu um tapa e saiu batendo a porta,fisica,media
meu namorado me bateu uma vez mas disse que não vai mais fazer isso,fisica,media
meu companheiro retém meu salário e só me dá uma quantia mínima,patrimonial,media
meu marido reclama quando compro algo para mim mesma,patrimonial,baixa
meu marido me forçou a assinar divórcio sem partilha de bens,patrimonial,alta
meu namorado faz comentários sobre meu passado que me incomodam,psicologica,baixa
ele insiste até eu ceder mesmo quando digo que não quero,sexual,media
ele jogou meu celular no chão com raiva mas não quebrou,fisica,baixa
meu marido não me deixa ter acesso ao extrato bancário,patrimonial,media
"ele me bateu, me impediu de ligar para socorro e ameaça matar meu irmão",mista,alta
ele me bateu até meu rosto ficar irreconhecível,fisica,alta
ele não deixa meu nome entrar nas contas e eu não tenho acesso,patrimonial,media
meu marido me jogou no chão e me chutou várias vezes,fisica,alta
"meu companheiro me bateu e me forçou a ter relações, me humilha e me ameaça todo dia",mista,alta
ele bateu no teto do carro com força quando ficou irritado comigo,fisica,baixa
meu marido me disse que vai me machucar na hora que eu menos esperar,psicologica,alta
ele contou mentiras para minha família dizendo que sou usuária de drogas,moral,alta
ele comenta negativamente sobre meu estilo de decoração para visitas,moral,baixa
"meu companheiro me estuprou, me bateu e me trancou em casa sem comida",mista,alta
meu marido me pressiona após eventos sociais onde bebeu,sexual,media
meu companheiro vendeu meu carro sem minha autorização,patrimonial,alta
ele faz piadinhas sobre meu peso que me incomodam,psicologica,baixa
ele me chutou na canela com força durante a briga,fisica,media
meu marido me ameaça matar meu cachorro que amo se eu não ceder,psicologica,alta
ele me puxou a mão para me impedir de ligar para alguém,fisica,baixa
meu marido reclama quando não estou disponível quando ele quer,psicologica,baixa
meu namorado faz comentários sexuais que me deixam desconfortável,sexual,baixa
ele me deu socos no peito que dificultaram minha respiração,fisica,alta
"meu marido me espancou, me trancou no quarto por dias e destruiu todo meu dinheiro guardado",mista,alta
meu marido inventou que tenho relacionamentos paralelos para me desmoralizar,moral,alta
ele criou perfis falsos para me difamar nas redes sociais,moral,alta
"ele me cutucou de leve, faz piadinhas ruins sobre mim e controla dinheiro",mista,baixa
meu marido não gosta quando gasto com consultas médicas preventivas,patrimonial,baixa
ele faz comentários sobre como eu era antes e compara sexualmente,sexual,baixa
"meu marido me empurrou de lado leve, me critica bastante e não me deixa ter renda",mista,baixa
ele me enviou mensagem dizendo que vai me fazer sumir e ninguém vai me achar,psicologica,alta
ele me empurrou levemente durante a discussão na rua,fisica,baixa
ele reclama quando gasto com assinaturas de streaming,patrimonial,baixa
meu companheiro me faz comentários negativos sobre minha sexualidade,sexual,baixa
meu marido me diminui dizendo que dependo dele para tudo,moral,media
ele diz que eu seria uma boa esposa se cedesse sempre,sexual,media
meu marido me obrigou a realizar atos sexuais que me causaram trauma,sexual,alta
meu companheiro faz comentários sobre minha vida sexual anterior,sexual,baixa
meu marido comenta sobre minha aparência física de forma pejorativa,moral,baixa
meu marido me acusou publicamente de ser uma pessoa violenta,moral,alta
"meu companheiro me critica muito, controla onde vou e me empurrou uma vez",mista,baixa
meu companheiro me deu um tapa que me fez chorar,fisica,media
meu companheiro me pressiona a ter relações em horários que não me convém,sexual,baixa
ele fica desconfortável quando tenho mais sucesso do que ele,psicologica,baixa
ele me proíbe de aparecer nas redes sociais,psicologica,media
ele me ameaça com suicídio sempre que tento terminar o relacionamento,psicologica,alta
ele fica incomodado quando recebo ligações à noite,psicologica,baixa
"ele me puxou pelo braço, faz comentários sobre minha aparência e controla onde vou",mista,baixa
ele fala que eu nunca fui boa em nada durante as brigas,moral,baixa
"ele me puxou o cabelo, me mantém dependente financeiramente e me humilha",mista,media
meu marido fez meu nome em financeiras sem eu saber,patrimonial,alta
meu marido faz comentários que me deixam envergonhada sobre sexualidade,sexual,baixa
ele me deu um beliscão tão forte que deixou marca,fisica,media
meu companheiro me disse que nenhum homem vai me querer depois dele,psicologica,alta
meu companheiro reclama muito quando não estou em casa no horário que ele quer,psicologica,baixa
"ele me bateu com a mão, me humilha e não me deixa ter amigos",mista,media
ele não aceita bem quando eu digo não para certas coisas,sexual,baixa
meu companheiro me pressiona a ceder para que ele não fique estressado,sexual,media
"meu namorado me segurou pelo ombro, faz comentários negativos e controla meu dinheiro",mista,baixa
ele me faz sentir que minha recusa é um problema que devo resolver,sexual,baixa
meu marido me dá dinheiro contado e exige prestação de contas de tudo,patrimonial,media
meu companheiro me empurrou de leve quando estava irritado,fisica,baixa
ele me acusou de roubo para a família dele sem provas,moral,alta
ele não me deixa ter aplicativo de compras sem sua supervisão,patrimonial,baixa
meu namorado faz comentários depreciativos sobre meu corpo,moral,baixa
meu namorado não me deixa gastar com presentes para as crianças da família,patrimonial,baixa
ele criou um grupo de WhatsApp para falar mal de mim para toda nossa família,moral,alta
meu marido diz que eu sou louca para as pessoas não me acreditarem,moral,media
meu marido reclama do jeito que eu me visto para trabalhar,psicologica,baixa
meu marido me ameaça fazendo gestos com o dedo no pescoço,psicologica,alta
ele disse que já foi embora matar quem eu ligar se eu pedir socorro,psicologica,alta
ele me culpa por sua insatisfação sexual,sexual,media
ele fica assistindo conteúdo adulto no celular na cama enquanto eu estou dormindo,sexual,baixa
meu marido não me dá dinheiro para comprar roupas para os filhos,patrimonial,media
"ele me espancou na rua, me xingou de vaca e publicou minha foto com comentários horríveis",mista,alta
ele não me deixa participar de programas de fidelidade sem ele saber,patrimonial,baixa
meu companheiro reclama quando gasto com academia,patrimonial,baixa
"meu marido me sufocou, destruiu meu computador e me ameaça com arma",mista,alta
meu companheiro me pressiona a ter relações em troca de tratar bem,sexual,media
"ele me agrediu fisicamente, me humilha na frente dos filhos e me controla economicamente",mista,media
meu companheiro me arrastou pelos cabelos até a rua,fisica,alta
meu companheiro jogou fora meus anticoncepcionais sem me contar,sexual,media
ele criou fake news sobre mim que viralizaram no bairro,moral,alta
meu namorado deu um soco na parede do meu lado para me assustar,fisica,baixa
ele usa meus dados bancários sem minha permissão,patrimonial,media
meu marido não me deixa ter conta bancária própria,patrimonial,media
meu marido me obrigou a ter relações após me drogar,sexual,alta
"ele me espancou repetidas vezes, tirou meu emprego com mentiras e ameaça queimar minha casa",mista,alta
meu companheiro me ameaça dizendo que vai me denunciar por coisas falsas,psicologica,alta
meu marido usou meu CPF para fazer empréstimos que não pagou,patrimonial,alta
ele atirou objetos em mim e um acertou minha cabeça,fisica,alta
ele fala que vou perdê-lo para outra se não ceder,sexual,media
"ele me deu um cutucão, faz piadinhas sobre meu jeito e controla meu salário",mista,baixa
ele pegou meu salário diretamente com meu chefe sem minha autorização,patrimonial,alta
"meu namorado me segurou leve, faz comentários ruins e controla gastos meus",mista,baixa
ele reclama quando saio sem falar exatamente onde vou,psicologica,baixa
meu companheiro reclama quando tenho opiniões políticas diferentes,psicologica,baixa
meu marido faz piadas sobre meu sotaque regional,moral,baixa
"ele me bate toda semana, me xinga de vagabunda e monitora tudo que faço",mista,alta
ele faz comentários irônicos sobre minha aparência às vezes,psicologica,baixa
meu companheiro implica com minha família dizendo que são problemáticos,moral,baixa
fui hospitalizada por causa das agressões do meu namorado,fisica,alta
meu ex colocou um GPS escondido no meu carro,psicologica,alta
ele me segurou pelo braço impedindo que eu atendesse a porta,fisica,baixa
meu marido não me deixa trabalhar e diz que eu não sirvo para nada,psicologica,media
"ele destruiu tudo da minha casa quando saí, não tenho mais nada",patrimonial,alta
meu marido disse que vai me internar num hospício se eu contar,psicologica,alta
meu companheiro espalhador que sou dependente química para me desacreditar,moral,alta
ele me difamou para minha própria mãe fazendo ela se afastar de mim,moral,alta
meu marido reclama quando me arrumo demais para sair,psicologica,baixa
ele me segurou pelo pulso apertado até eu parar de me mover,fisica,baixa
ele fica tocando em mim de forma que não gosto mesmo eu pedindo para parar,sexual,baixa
"ele me agrediu fisicamente, me proíbe de trabalhar e me xinga diariamente",mista,media
ele me faz sentir que preciso pedir permissão para tudo,psicologica,media
ele me xinga quando perde paciência na frente dos filhos,moral,media
"ele me bateu com paulada, me mantém sem documentos e me ameaça de morte se eu sair de casa",mista,alta
ele rasgou todos os meus documentos pessoais por raiva,patrimonial,alta
ele me ameaça destruir meu relacionamento com meus filhos se eu o denunciar,psicologica,alta
ele me critica na frente de pessoas que admiro,moral,baixa
meu companheiro destrói coisas que eu compro para a casa,patrimonial,media
"meu marido me agrediu fisicamente, me isolou da família e colocou GPS no meu carro",mista,alta
meu marido tirou meu nome de todos os bens do casamento,patrimonial,alta
meu companheiro faz comentários sobre como eu era antes que me deixam insegura,psicologica,baixa
"meu marido me empurrou, me mantém sem dinheiro e me proíbe de ver minha família",mista,media
ele me critica publicamente de forma que me faz sentir uma pessoa ruim,moral,media
meu companheiro fica desconfortável quando tenho sucesso no trabalho,psicologica,baixa
meu namorado não me deixa gastar com atividades físicas,patrimonial,baixa
"meu namorado me segurou leve, faz comentários negativos e controla saídas minhas",mista,baixa
ele me empurrou na discussão e eu bati na porta,fisica,media
meu companheiro me ofende com comentários sobre minha inteligência,moral,media
meu companheiro reclama quando compro comida que ele não gosta,patrimonial,baixa
"ele me empurrou uma vez leve, faz comentários sobre meu peso e controla saídas",mista,baixa
meu companheiro me manda vídeos de conteúdo adulto que não pedi,sexual,baixa
meu marido me ameaçou dizendo que tem arma em casa e sabe usá-la,psicologica,alta
ele fica dias me punindo quando eu não quero ter relações,sexual,media
ele me convenceu que a culpa das brigas é sempre minha,psicologica,media
ele me empurrou levemente mas disse que foi sem querer,fisica,baixa
ele me forçou a ter relações logo após ser internada no hospital,sexual,alta
meu companheiro diz que eu musei muito depois do casamento,sexual,media
meu marido destruiu meu diploma e certificados conquistados com esforço,patrimonial,alta
meu marido me deu um tapa no rosto,fisica,media
meu namorado me deu um tapa quando eu falei algo que ele não gostou,fisica,media
meu marido me bateu com uma correia de couro,fisica,alta
ele me agrediu com socos e chutes até eu pedir socorro aos vizinhos,fisica,alta
"ele me espancou até ter marcas, me xinga todo dia e me mantém isolada da família",mista,alta
meu companheiro destruiu meu álbum de fotos da infância por raiva,patrimonial,media
"meu companheiro me agrediu fisicamente, me impediu de trabalhar e ameaça me matar na rua",mista,alta
meu namorado me faz sentir que sou responsável por como ele se sente,sexual,baixa
ele espalhador que tenho doença venérea para me isolar,moral,alta
"meu namorado me segurou de leve, não me deixa ter amigos e me critica muito",mista,baixa
ele me bateu com um capacete repetidamente na cabeça,fisica,alta
"meu namorado me empurrou, me xinga de vagabunda e toma meu cartão",mista,media
"ele me espancou, me humilhou na frente dos filhos e rasgou todos meus documentos",mista,alta
meu marido me faz perguntas sobre sexo que me deixam desconfortável,sexual,baixa
meu marido me difamou para toda a cidade em que vivemos,moral,alta
meu marido me abusou sexualmente e disse que era culpa da minha roupa,sexual,alta
meu companheiro me deu uma porrada que rompeu meu tímpano,fisica,alta
meu marido me obrigou a fazer sexo logo depois do parto,sexual,alta
meu marido faz piadinhas sobre minha inteligência para os amigos,moral,baixa
meu namorado me ofende comparando com outras mulheres de forma pejorativa,moral,media
ele me difamou para todo o grupo de mães da escola,moral,alta
ele me faz sentir que sou um problema para ele por ter limites,sexual,media
meu companheiro faz comentários negativos sobre meu peso,psicologica,baixa
meu marido me bateu com um cinto até eu desmaiar,fisica,alta
"meu marido me bate, me xinga de vagabunda e não me deixa trabalhar",mista,alta
meu marido disse que vai me matar e matar meus filhos se eu for embora,psicologica,alta
meu marido fica ligando para mim durante o trabalho para me controlar,psicologica,media
"meu marido me puxou os cabelos, me mantém sem dinheiro e me verifica o celular",mista,media
meu marido destruiu todas as minhas roupas de raiva,patrimonial,alta
"ele me bateu com cinto, me obrigou a ter relações e ameaça matar meus pais",mista,alta
ele criou conteúdo íntimo meu sem minha permissão e divulgou,sexual,alta
ele faz comentários que me fazem sentir culpada por ter vida própria,psicologica,baixa
meu companheiro me jogou escada abaixo e fui parar no hospital,fisica,alta
meu marido não me deixa fazer reserva de férias sem sua participação,patrimonial,baixa
ele conta para amigos sobre minhas frustrações sem minha permissão,moral,baixa
ele me ofende com xingamentos que me afetam emocionalmente,moral,media
meu companheiro fica com meu salário assim que cai na conta,patrimonial,media
meu companheiro não me deixa trabalhar e fico sem dinheiro próprio,patrimonial,media
ele faz comentários sobre meu corpo de forma objetificante,sexual,baixa
"ele me empurrou leve, reclama quando saio e faz piadinhas ruins sobre mim",mista,baixa
"meu marido me empurrou uma vez leve, me critica e controla o que eu faço",mista,baixa
ele fica mal-humorado quando chego mais tarde do que o previsto,psicologica,baixa
meu companheiro jogou minha bolsa no chão com raiva,fisica,baixa
"ele me empurrou contra a porta, me mantém sem dinheiro e me monitora o celular",mista,media
meu companheiro faz comentários negativos sobre como cuido da casa,moral,baixa
meu namorado me faz sentir pressionada a compartilhar detalhes íntimos,sexual,baixa
meu marido não me deixa acumular dinheiro próprio,patrimonial,media
ele me disse que vai me denunciar por abandono dos filhos se eu sair,psicologica,alta
ele me faz sentir errada por ter limites,sexual,media
meu marido me bloqueou a saída do carro com o corpo,fisica,baixa
ele ficou violento depois que perdeu o emprego e me empurrou,fisica,media
meu companheiro me abusou sexualmente quando eu estava sedada,sexual,alta
ele me diz que tem amigos na polícia e que ninguém vai me ajudar,psicologica,alta
meu companheiro me obrigou a ter relações com outras pessoas,sexual,alta
"ele me agrediu fisicamente, me forçou a ter relações e depois espalhador mentiras sobre mim",mista,alta
ele conta histórias sobre mim que me deixam mal na frente de todos,moral,media
ele espalhou calúnias sobre mim que chegaram ao meu círculo profissional,moral,alta
ele me deu uma coronhada com a arma na cabeça,fisica,alta
ele me cutucou no ombro com o dedo várias vezes,fisica,baixa
ele não aceita bem minha recusa e fica mal humorado por dias,sexual,media
ele faz comentários que me deixam com dúvidas sobre minha competência,psicologica,baixa
ele não me deixa ter aplicativo de banco no celular,patrimonial,media
"meu companheiro me agrediu fisicamente, me forçou sexualmente e me humilha na frente dos filhos",mista,alta
meu companheiro me diz que estou ficando feia e que ninguém vai me querer,psicologica,media
meu companheiro me empurrou ao entrar em casa irritado,fisica,baixa
ele me jogou no chão de ladrilho com força,fisica,alta
meu marido reclama quando pago mais caro para ter qualidade,patrimonial,baixa
meu namorado faz comentários sobre minha forma de me comunicar,moral,baixa
ele esconde meu celular quando quer me punir,patrimonial,media
meu companheiro tentou me sufocar com um saco plástico,fisica,alta
meu marido espalhou fotos íntimas minhas para toda a comunidade,moral,alta
meu companheiro me difamou para meu patrão e perdi meu emprego,moral,alta
meu companheiro faz comparações do meu corpo com outros que me ferem,sexual,baixa
meu companheiro me ameaça divulgar informações íntimas se eu o deixar,psicologica,alta
meu namorado me puxou pelos cabelos durante a briga,fisica,media
meu companheiro destruiu todos os brinquedos e roupas dos meus filhos,patrimonial,alta
meu companheiro me faz sentir que sou inadequada sexualmente,sexual,media
meu marido faz insinuações sexuais na frente de outras pessoas,sexual,baixa
ele me diz que estou inventando as agressões que sofri,psicologica,media
"meu companheiro me deu um tapa, destrói objetos meus e me mantém sem acesso a dinheiro",mista,media
ele me pressiona de forma que eu me sinto forçada a ceder,sexual,media
meu companheiro destruiu meus livros por raiva,patrimonial,media
ele me chama de fria e insensível quando não quero ter relações,sexual,media
"meu marido me agrediu fisicamente, tirou meu celular e colocou rastreador no meu carro",mista,alta
"ele me bateu com pedaço de pau, me xinga de vagabunda e me ameaça de morte constantemente",mista,alta
ele não me deixa participar das decisões financeiras da família,patrimonial,media
ele faz comentários que me fazem sentir que não sou boa o suficiente,psicologica,baixa
ele me enviou mensagem com localização da casa da minha mãe como ameaça,psicologica,alta
meu companheiro faz comentários negativos sobre meu estilo,moral,baixa
meu companheiro me deu um cutucão no ombro com raiva,fisica,baixa
ele me bloqueou a passagem com o corpo e não me deixava passar,fisica,baixa
"meu marido me puxou pelo cabelo, não me deixa ter amigos e me xinga todo dia",mista,media
ele colocou imagens minhas na internet sem minha permissão,sexual,alta
meu companheiro pegou meu dinheiro de férias que eu tinha guardado,patrimonial,alta
meu marido me puxou o cabelo para me puxar para dentro de casa,fisica,media
ele me fez perder minha casa ao não pagar o financiamento que ficou no meu nome,patrimonial,alta
"meu marido me agrediu fisicamente, me toma todo o dinheiro e me ameaça com arma",mista,alta
ele jogou fora minhas coisas pessoais sem me pedir,patrimonial,media
meu companheiro não me dá dinheiro para comprar material escolar dos filhos,patrimonial,media
meu marido me pressiona logo após brigas sérias,sexual,media
"meu companheiro me bateu quando irritado, me humilha e me mantém dependente",mista,media
"ele me cutucou de leve, faz comentários ruins e não me deixa ter amigos próprios",mista,baixa
ele me ofende constantemente dizendo que não presto,moral,media
ele fica bravo quando eu converso com meus colegas de trabalho,psicologica,baixa
meu namorado me faz sentir julgada por minhas preferências,sexual,baixa
ele me deu um soco no estômago que me deixou sem ar,fisica,alta
ele destrói objetos meus quando fico com raiva,patrimonial,media
ele vendeu nosso carro que estava no meu nome sem me contar,patrimonial,alta
"ele me humilha em público, controla meu salário e me deu tapa semana passada",mista,media
ele me proíbe de trabalhar dizendo que não confia nos meus colegas,psicologica,media
meu companheiro me jogou no chão e ficou parado na minha frente ameaçando,fisica,media
"meu companheiro me puxou levemente, não me deixa ter amigos e me xinga às vezes",mista,baixa
meu companheiro me empurrou na briga e eu torci o tornozelo,fisica,media
meu companheiro vendeu meu negócio familiar sem meu consentimento,patrimonial,alta
meu companheiro compartilhou fotos minhas sem autorização para humilhar,moral,alta
meu marido destruiu meu estoque de produtos para venda,patrimonial,alta
meu marido me sacudiu várias vezes durante a briga,fisica,media
ele espalhou mentiras sobre mim na minha comunidade religiosa,moral,alta
meu marido me compara com ex-namoradas para me pressionar,sexual,media
ele me atacou com uma tesoura e me cortou o pescoço,fisica,alta
meu marido pegou meu cartão de aposentadoria e ficou sacando meu benefício,patrimonial,alta
ele fica mal-humorado quando não estou com humor para conversar,psicologica,baixa
"ele me puxou a mão leve, faz comentários ruins e controla onde estou todo tempo",mista,baixa
meu companheiro me pressiona a fazer coisas que não gosto,sexual,media
meu companheiro me empurrou quando tentei pegar meu celular,fisica,media
meu marido me deu um tapa quando cheguei depois do horário,fisica,media
ele me segurou pelo pulso para que eu não saísse,fisica,baixa
meu marido me deu um cutucão quando não concordei com ele,fisica,baixa
meu marido me enviou mensagens dizendo que não saio viva desse relacionamento,psicologica,alta
meu companheiro espalhador mentiras sobre mim que chegaram ao meu bairro inteiro,moral,alta
ele me bloqueou a saída com o corpo quando quis sair,fisica,baixa
meu marido não me deixa ter amigos do sexo masculino,psicologica,media
"meu companheiro me agrediu fisicamente, destruiu meu celular e me ameaça com faca todo dia",mista,alta
meu marido me ameaça contratando alguém para me seguir,psicologica,alta
meu companheiro me jogou o celular no rosto,fisica,media
ele fica irritado quando não concordo com ele,psicologica,baixa
ele me critica de forma humilhante na frente dos filhos,moral,media
ele vendeu minhas joias para pagar suas dívidas,patrimonial,alta
meu marido me diz que sou insuportável e ninguém me aguenta,psicologica,media
ele usa meu cartão sem pedir e depois nega que usou,patrimonial,media
meu companheiro inventou que me prostituí para me destruir socialmente,moral,alta
ele me sacudiu com força e eu machuquei o pescoço,fisica,media
meu marido me empurrou ao sair com raiva,fisica,baixa
ele diz que se eu não quero ele vai ter com outra,sexual,media
ele me deu um empurrão leve quando recusei fazer algo,fisica,baixa
ele me jogou na cama quando eu tentei sair do quarto,fisica,media
meu namorado me puxou pelo ombro para me fazer ouvir,fisica,baixa
meu marido destruiu minha coleção de livros que tinha valor afetivo e financeiro,patrimonial,alta
meu namorado faz comentários negativos sobre o jeito que me visto,moral,baixa
ele me abusou sexualmente dizendo que eu devia por ser sua esposa,sexual,alta
"ele me agrediu fisicamente, destruiu meu celular e ameaçou matar meus filhos",mista,alta
meu companheiro destrói objetos meus quando está com raiva,patrimonial,media
ele me xinga levemente quando fica irritado mas depois pede desculpa,moral,baixa
meu companheiro me puxou pela camisa durante a briga,fisica,baixa
"meu companheiro me bateu, forçou relação sexual e ameaça queimar minha casa se eu sair",mista,alta
ele me puxou pela mão para que eu não fosse embora,fisica,baixa
ele me disse que vai me sequestrar e me matar longe daqui,psicologica,alta
meu companheiro me empurrou contra a pia da cozinha,fisica,media
meu namorado quer saber quanto pago nas coisas que compro,patrimonial,baixa
ele fica irritado quando me recuso a contar tudo que faço,psicologica,baixa
meu marido não me deixa assistir televisão livremente,psicologica,media
ele me puxou pelo braço na rua e me deixou com hematoma,fisica,media
ele não me deixa fazer empréstimo pessoal sem sua aprovação,patrimonial,baixa
"meu marido me deu empurrão leve na discussão, me diminui bastante e controla salário",mista,baixa
meu companheiro ameaçou minha mãe se eu fosse embora,psicologica,alta
"meu companheiro me puxou de leve, faz comentários ruins sobre minha família e controla saídas",mista,baixa
meu marido não me deixa comprar livros dizendo que é desperdício,patrimonial,baixa
meu companheiro me ameaça dizendo que vai me fazer passar vergonha,psicologica,media
meu namorado conta histórias sobre mim que me deixam constrangida,moral,baixa
meu companheiro me proíbe de usar maquiagem e escolher minhas roupas,psicologica,media
ele faz comentários negativos sobre meu trabalho sem pedir minha opinião,psicologica,baixa
meu marido me abusou sexualmente quando eu estava sob efeito de medicamento,sexual,alta
meu marido me puxou pelo braço enquanto eu tentava sair de casa,fisica,baixa
meu companheiro me impediu de tomar anticoncepcional,sexual,media
meu companheiro me segurou pelos ombros para que eu o escutasse,fisica,baixa
ele me calunioue dizendo para todos que tenho HIV,moral,alta
ele faz comentários que me fazem sentir envergonhada de mim mesma,psicologica,baixa
ele tentou me enforcar com as próprias mãos,fisica,alta
ele me deu uma rasteira e ficou me chutando no chão,fisica,alta
meu companheiro criou perfil com minhas fotos para me difamar,moral,alta
"meu marido me puxou o cabelo, me mantém sem renda e me humilha constantemente",mista,media
ele inventou que trago perigo para meus filhos para me tirar a guarda,moral,alta
ele não me deixa frequentar cursos ou aulas,psicologica,media
"meu namorado me segurou pelo pulso, me xinga levemente e controla o que gasto",mista,baixa
ele reclama quando compro itens para meu bem estar,patrimonial,baixa
ele destruiu minhas plantas que eu cultivava com muito carinho,patrimonial,media
ele jogou um prato em mim mas errou,fisica,media
"meu marido me puxou pelo braço, me xinga de inútil e não me dá dinheiro suficiente",mista,media
meu marido fala mal da minha família para qualquer um que encontra,moral,media
"meu companheiro me espancou, me mantém presa e me ameaça se eu pedir socorro aos vizinhos",mista,alta
meu marido não me deixa ter PIX próprio,patrimonial,media
ele me caluniou para a escola dos filhos dizendo que sou negligente,moral,alta
meu companheiro me deixa sem dinheiro para comprar remédio,patrimonial,media
meu namorado reclama quando gasto dinheiro com presentes para minha família,patrimonial,baixa
"meu companheiro me espancou, me mantém sem dinheiro e me persegue para onde quer que eu vá",mista,alta
ele reclama quando compro presentes para minhas amigas,patrimonial,baixa
ele quer controlar meu plano de saúde e as consultas que marco,patrimonial,baixa
ele quebrou a TV que era minha antes de nos casarmos,patrimonial,media
ele me sacudiu com violência durante a discussão,fisica,media
"ele me empurrou, destrói minhas coisas quando briga e me xinga com palavrões",mista,media
ele me faz sentir julgada por minhas escolhas em relação à sexualidade,sexual,baixa
"meu marido me deu empurrão leve na última briga, me diminui e controla meu dinheiro",mista,baixa
"meu companheiro me espancou, forçou relação sexual e publicou fotos íntimas para me humilhar",mista,alta
meu marido me humilha na frente dos amigos dizendo que sou burra,psicologica,media
meu companheiro diz que minha recusa é frescura,sexual,media
meu companheiro insiste mesmo depois de eu dizer não várias vezes,sexual,media
meu marido compartilhou mensagens minhas fora de contexto para me prejudicar,moral,alta
meu companheiro fica irritado quando saio para fazer exercícios,psicologica,baixa
ele me critica o tempo todo dizendo que eu nunca faço nada certo,psicologica,media
"ele me puxou a mão, faz comentários negativos sobre minha família e controla dinheiro",mista,baixa
meu marido me violentou sexualmente na frente de câmera que instalou no quarto,sexual,alta
meu namorado me deu uma cutucada no ombro com força enquanto conversávamos,fisica,baixa
"meu marido me deu um empurrão leve, me xinga quando fica irritado e controla saídas",mista,baixa
meu marido faz comentários sarcásticos sobre minhas escolhas,moral,baixa
meu namorado me xinga na frente dos amigos para parecer engraçado,moral,media
ele me sufocou com a mão até eu quase desmaiar,fisica,alta
meu namorado fica com ciúme quando recebo ajuda de conhecidos,psicologica,baixa
ele me empurrou de lado ao passar por mim com raiva,fisica,baixa
fui agredida com um pedaço de ferro pelo meu companheiro,fisica,alta
meu companheiro me controla através do celular e sabe tudo que faço,psicologica,media
meu marido me empurrou e eu bati o joelho no chão,fisica,media
ele me empurrou e eu bati na parede,fisica,media
ele faz piadinhas sobre minha inteligência que me incomodam,psicologica,baixa
meu companheiro me difamou para meus filhos dizendo que não cuido deles,moral,alta
ele faz comentários sarcásticos quando tomo decisões próprias,psicologica,baixa
meu companheiro quer participar da escolha de tudo que compramos,patrimonial,baixa
meu companheiro espalhador que tive caso com o pastor da igreja,moral,alta
meu marido faz piadas que me deixam com vergonha na frente de outros,moral,baixa
ele reclama quando gasto com produtos de beleza,patrimonial,baixa
ele me força a ter relações sob ameaça de me bater,sexual,alta
ele quebrou a janela de casa na briga,patrimonial,media
"meu companheiro me puxou pelo braço levemente, me critica e verifica meu celular",mista,baixa
meu marido me pressiona muito depois de bebermos,sexual,media
ele me diz que minha família não gosta de mim de verdade,psicologica,media
meu namorado me bateu durante nossa primeira briga séria,fisica,media
meu companheiro destruiu o negócio que eu construí sozinha,patrimonial,alta
meu companheiro me diz que está fazendo um favor quando cede à minha recusa,sexual,media
ele me manipula dizendo que precisa de mim quando na verdade é pressão,sexual,media
ele me faz sentir que sou inferior a ele em tudo,psicologica,media
meu marido jogou as chaves em minha direção e não me acertou,fisica,baixa
ele fica com raiva quando não atendo imediatamente ao telefone,psicologica,baixa
ele faz insinuações sexuais quando estamos em reuniões de família,sexual,baixa
ele faz comentários que me fazem sentir menos inteligente,psicologica,baixa
meu companheiro me forçou a ter relações para poder ficar com meus filhos,sexual,alta
meu companheiro me forçou a ter relações dizendo que era minha obrigação,sexual,alta
ele me pressiona a fazer coisas que não gosto dizendo que é normal,sexual,baixa
ele insiste mesmo depois de eu explicar que estou cansada,sexual,media
meu companheiro me deu uma palmada nas costas com força,fisica,media
ele me filmou durante o sexo sem minha permissão e ameaça divulgar,sexual,alta
meu namorado faz comentários que me deixam constrangida na frente de outros,psicologica,baixa
ele insiste em ter relações mesmo quando eu digo que estou cansada,sexual,baixa
meu namorado me deu um soco no braço,fisica,media
ele me xinga de vaca quando discutimos sobre dinheiro,moral,media
